aaron.burr,2019-02-11 17:12:00.000,2019-02-11 17:12:03.000,3
aaron.burr,2019-02-11 17:12:03.000,2019-02-11 17:12:17.000,14
aaron.burr,2019-02-11 17:12:28.000,2019-02-11 17:12:31.000,3
aaron.burr,2019-02-11 17:13:51.000,2019-02-11 17:13:58.000,7
aaron.burr,2019-02-11 17:14:22.000,2019-02-11 17:14:55.000,33
aaron.burr,2019-02-11 17:14:55.000,2019-02-11 17:15:02.000,7
aaron.burr,2019-02-11 17:15:02.000,2019-02-11 17:15:06.000,4
aaron.burr,2019-02-11 17:15:06.000,2019-02-11 17:15:14.000,8
aaron.burr,2019-02-11 17:15:38.000,2019-02-11 17:16:12.000,34
aaron.burr,2019-02-11 17:16:12.000,2019-02-11 17:16:15.000,3
aaron.burr,2019-02-11 17:16:15.000,2019-02-11 17:16:19.000,4
aaron.burr,2019-02-11 17:16:19.000,2019-02-11 17:16:23.000,4
aaron.burr,2019-02-11 17:16:52.000,2019-02-11 17:17:28.000,36
aaron.burr,2019-02-11 17:17:28.000,2019-02-11 17:17:32.000,4
aaron.burr,2019-02-11 17:17:32.000,2019-02-11 17:17:36.000,4
aaron.burr,2019-02-11 17:17:36.000,2019-02-11 17:17:48.000,12
aaron.burr,2019-02-11 17:18:09.000,2019-02-11 17:19:58.000,109
aaron.burr,2019-02-11 17:21:15.000,2019-02-11 17:21:33.000,18
aaron.burr,2019-02-11 17:22:45.000,2019-02-11 17:23:19.000,34
aaron.burr,2019-02-11 17:23:19.000,2019-02-11 17:23:35.000,16
aaron.burr,2019-02-11 17:24:07.000,2019-02-11 17:25:11.000,64
aaron.burr,2019-02-11 17:25:11.000,2019-02-11 17:25:22.000,11
aaron.burr,2019-02-11 17:25:58.000,2019-02-11 17:26:23.000,25
aaron.burr,2019-02-11 17:26:23.000,2019-02-11 17:26:33.000,10
aaron.burr,2019-02-11 17:27:07.000,2019-02-11 17:28:02.000,55
aaron.burr,2019-02-11 17:28:02.000,2019-02-11 17:28:17.000,15
aaron.burr,2019-02-11 17:29:25.000,2019-02-11 17:29:46.000,21
aaron.burr,2019-02-11 17:29:46.000,2019-02-11 17:29:50.000,4
aaron.burr,2019-02-11 17:29:50.000,2019-02-11 17:30:01.000,11
aaron.burr,2019-02-11 17:31:21.000,2019-02-11 17:31:56.000,35
aaron.burr,2019-02-11 17:31:56.000,2019-02-11 17:31:59.000,3
aaron.burr,2019-02-11 17:32:43.000,2019-02-11 17:33:12.000,29
aaron.burr,2019-02-11 17:33:12.000,2019-02-11 17:33:23.000,11
aaron.burr,2019-02-11 17:34:12.000,2019-02-11 17:34:37.000,25
aaron.burr,2019-02-11 17:34:37.000,2019-02-11 17:34:41.000,4
aaron.burr,2019-02-11 17:34:41.000,2019-02-11 17:34:45.000,4
aaron.burr,2019-02-11 17:34:45.000,2019-02-11 17:34:49.000,4
aaron.burr,2019-02-11 17:36:01.000,2019-02-11 17:36:57.000,56
aaron.burr,2019-02-11 17:36:57.000,2019-02-11 17:37:05.000,8
aaron.burr,2019-02-11 17:38:03.000,2019-02-11 17:38:54.000,51
aaron.burr,2019-02-11 17:38:54.000,2019-02-11 17:39:11.000,17
aaron.burr,2019-02-11 17:40:05.000,2019-02-11 17:40:24.000,19
aaron.burr,2019-02-11 17:40:24.000,2019-02-11 17:40:56.000,32
aaron.burr,2019-02-11 17:41:48.000,2019-02-11 17:42:17.000,29
aaron.burr,2019-02-11 17:42:17.000,2019-02-11 17:43:32.000,75
aaron.burr,2019-02-11 17:44:05.000,2019-02-11 17:44:42.000,37
aaron.burr,2019-02-11 17:44:42.000,2019-02-11 17:44:49.000,7
aaron.burr,2019-02-11 17:45:09.000,2019-02-11 17:45:16.000,7
aaron.burr,2019-02-11 17:45:16.000,2019-02-11 17:45:44.000,28
aaron.burr,2019-02-11 17:45:44.000,2019-02-11 17:45:51.000,7
aaron.burr,2019-02-11 17:45:51.000,2019-02-11 17:45:54.000,3
aaron.burr,2019-02-11 17:45:54.000,2019-02-11 17:46:02.000,8
aaron.burr,2019-02-11 17:46:40.000,2019-02-11 17:47:06.000,26
aaron.burr,2019-02-11 17:47:06.000,2019-02-11 17:47:55.000,49
aaron.burr,2019-02-11 17:48:20.000,2019-02-11 17:48:45.000,25
aaron.burr,2019-02-11 17:48:45.000,2019-02-11 17:49:43.000,58
aaron.burr,2019-02-11 17:50:11.000,2019-02-11 17:50:52.000,41
aaron.burr,2019-02-11 17:50:52.000,2019-02-11 17:51:00.000,8
